index,method,path,operationId,tag,summary,auth,requestBody,pathParams,queryParams,headers,successResponses,errorResponses,testType,destructiveLevel,canRunOnProductionPublic,requiresCanaryData,requiredVariables,precondition,expectedResult,evidenceToSave,postmanFolder,postmanRequestName
222,POST,/v1/admin/rollouts/{rolloutId}/rollback,DocOpV1AdminRolloutRollback,Machine Admin,Roll back rollout,bearer,no,rolloutId,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;rolloutId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/rollouts/{rolloutId}/rollback
223,POST,/v1/admin/rollouts/{rolloutId}/start,DocOpV1AdminRolloutStart,Machine Admin,Start rollout,bearer,no,rolloutId,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;rolloutId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/rollouts/{rolloutId}/start
224,GET,/v1/admin/sites,DocOpV1AdminSitesList,Machine Admin,List sites (admin),bearer,no,,status;limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;limit;offset;status,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,03_Sites_Regions_Tags,GET /v1/admin/sites
225,POST,/v1/admin/sites,DocOpV1AdminSiteCreate,Machine Admin,Create site (admin),bearer,yes,,,Authorization;X-Request-ID;X-Correlation-ID,201,"400,401,403,409,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,03_Sites_Regions_Tags,POST /v1/admin/sites
226,DELETE,/v1/admin/sites/{siteId},DocOpV1AdminSiteDelete,Machine Admin,Deactivate site (admin),bearer,no,siteId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,409,500",regression,DANGEROUS_PRODUCTION_DO_NOT_RUN,no,yes,accessToken;baseUrl;siteId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,03_Sites_Regions_Tags,DELETE /v1/admin/sites/{siteId}
227,GET,/v1/admin/sites/{siteId},DocOpV1AdminSiteGet,Machine Admin,Get site by ID (admin),bearer,no,siteId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;siteId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,03_Sites_Regions_Tags,GET /v1/admin/sites/{siteId}
228,PATCH,/v1/admin/sites/{siteId},DocOpV1AdminSitePatch,Machine Admin,Patch site (admin),bearer,yes,siteId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;siteId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,03_Sites_Regions_Tags,PATCH /v1/admin/sites/{siteId}
229,POST,/v1/admin/sites/{siteId}/archive,DocOpV1AdminSiteArchive,Machine Admin,Archive site (admin alias),bearer,no,siteId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,409,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;siteId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,03_Sites_Regions_Tags,POST /v1/admin/sites/{siteId}/archive
230,POST,/v1/admin/sites/{siteId}/disable,DocOpV1AdminSiteDisable,Machine Admin,Disable site (admin),bearer,no,siteId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,409,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;siteId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,03_Sites_Regions_Tags,POST /v1/admin/sites/{siteId}/disable
231,GET,/v1/admin/system/outbox,DocOpV1AdminSystemOutboxListGet,Platform Ops,List transactional outbox rows (system alias),bearer,no,,limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;limit;offset,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,GET /v1/admin/system/outbox
232,GET,/v1/admin/system/outbox/stats,DocOpV1AdminSystemOutboxStatsGet,Platform Ops,Outbox pipeline statistics (system alias),bearer,no,,,Authorization;X-Request-ID;X-Correlation-ID,200,"401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,GET /v1/admin/system/outbox/stats
233,GET,/v1/admin/system/outbox/{eventId},DocOpV1AdminSystemOutboxGet,Platform Ops,Get one outbox row by id,bearer,no,eventId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;eventId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,GET /v1/admin/system/outbox/{eventId}
234,POST,/v1/admin/system/outbox/{eventId}/mark-dlq,DocOpV1AdminSystemOutboxMarkDLQPost,Platform Ops,Manually move an outbox row to Postgres DLQ,bearer,yes,eventId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,409,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;eventId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/system/outbox/{eventId}/mark-dlq
235,POST,/v1/admin/system/outbox/{eventId}/replay,DocOpV1AdminSystemOutboxReplayPost,Platform Ops,Replay a dead-lettered outbox row,bearer,no,eventId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;eventId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/system/outbox/{eventId}/replay
236,POST,/v1/admin/system/retention/dry-run,DocOpV1AdminSystemRetentionDryRunPost,Platform Ops,Preview retention candidates (dry-run),bearer,no,,,Authorization;X-Request-ID;X-Correlation-ID,200,"401,403,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/system/retention/dry-run
237,POST,/v1/admin/system/retention/run,DocOpV1AdminSystemRetentionRunPost,Platform Ops,Run bounded Postgres retention,bearer,no,,,Authorization;X-Request-ID;X-Correlation-ID,200,"401,403,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/system/retention/run
238,GET,/v1/admin/system/retention/stats,DocOpV1AdminSystemRetentionStatsGet,Platform Ops,Data retention policy + table footprints (system),bearer,no,,,Authorization;X-Request-ID;X-Correlation-ID,200,"401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,GET /v1/admin/system/retention/stats
239,GET,/v1/admin/tags,DocOpV1AdminTagsList,Catalog Admin,List tags,bearer,no,,limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,,smoke,READ_ONLY,partial,no,accessToken;baseUrl;limit;offset,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,GET /v1/admin/tags
240,POST,/v1/admin/tags,DocOpV1AdminTagCreate,Catalog Admin,Create tag,bearer,yes,,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/tags
241,DELETE,/v1/admin/tags/{tagId},DocOpV1AdminTagDelete,Catalog Admin,Deactivate tag,bearer,no,tagId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,,regression,DANGEROUS_PRODUCTION_DO_NOT_RUN,no,yes,accessToken;baseUrl;tagId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,DELETE /v1/admin/tags/{tagId}
242,PATCH,/v1/admin/tags/{tagId},DocOpV1AdminTagPatch,Catalog Admin,Update tag (PATCH),bearer,yes,tagId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;tagId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,PATCH /v1/admin/tags/{tagId}
243,PUT,/v1/admin/tags/{tagId},DocOpV1AdminTagReplace,Catalog Admin,Update tag,bearer,yes,tagId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;tagId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,PUT /v1/admin/tags/{tagId}
244,GET,/v1/admin/technician-assignments,DocOpV1AdminTechnicianAssignmentsList,Machine Admin,List technician assignments (alternate path),bearer,no,,technician_id;machine_id;from;to;limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;from;limit;machineId;offset;technicianId;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/technician-assignments
245,POST,/v1/admin/technician-assignments,DocOpV1AdminTechnicianAssignmentCreate,Machine Admin,Create technician–machine assignment (admin),bearer,yes,,,Authorization;X-Request-ID;X-Correlation-ID,201,"400,401,403,409,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/technician-assignments
246,DELETE,/v1/admin/technician-assignments/{assignmentId},DocOpV1AdminTechnicianAssignmentDelete,Machine Admin,Release technician assignment (admin),bearer,no,assignmentId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",regression,DANGEROUS_PRODUCTION_DO_NOT_RUN,no,yes,accessToken;assignmentId;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,DELETE /v1/admin/technician-assignments/{assignmentId}
247,GET,/v1/admin/technician-assignments/{assignmentId},DocOpV1AdminTechnicianAssignmentGet,Machine Admin,Get technician assignment by ID (admin),bearer,no,assignmentId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;assignmentId;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/technician-assignments/{assignmentId}
248,PATCH,/v1/admin/technician-assignments/{assignmentId},DocOpV1AdminTechnicianAssignmentPatch,Machine Admin,Patch technician assignment (admin),bearer,yes,assignmentId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;assignmentId;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,PATCH /v1/admin/technician-assignments/{assignmentId}
249,POST,/v1/admin/technician-assignments/{assignmentId}/cancel,DocOpV1AdminTechnicianAssignmentCancel,Machine Admin,Cancel technician assignment (admin),bearer,no,assignmentId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;assignmentId;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/technician-assignments/{assignmentId}/cancel
250,GET,/v1/admin/technicians,DocOpV1AdminTechniciansList,Machine Admin,List technicians (admin),bearer,no,,technician_id;search;from;to;limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;from;limit;offset;search;technicianId;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/technicians
251,POST,/v1/admin/technicians,DocOpV1AdminTechnicianCreate,Machine Admin,Create technician (admin),bearer,yes,,,Authorization;X-Request-ID;X-Correlation-ID,201,"400,401,403,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/technicians
252,GET,/v1/admin/technicians/{technicianId},DocOpV1AdminTechnicianGet,Machine Admin,Get technician by ID (admin),bearer,no,technicianId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;technicianId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/technicians/{technicianId}
253,PATCH,/v1/admin/technicians/{technicianId},DocOpV1AdminTechnicianPatch,Machine Admin,Patch technician (admin),bearer,yes,technicianId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;technicianId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,PATCH /v1/admin/technicians/{technicianId}
254,POST,/v1/admin/technicians/{technicianId}/disable,DocOpV1AdminTechnicianDisable,Machine Admin,Disable technician (admin),bearer,no,technicianId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;technicianId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/technicians/{technicianId}/disable
255,POST,/v1/admin/technicians/{technicianId}/enable,DocOpV1AdminTechnicianEnable,Machine Admin,Enable technician (admin),bearer,no,technicianId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;technicianId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/technicians/{technicianId}/enable
256,GET,/v1/admin/users,DocOpV1AdminUsersList,Auth Admin,List API accounts (admin) — alternate path,bearer,no,,limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403",smoke,READ_ONLY,partial,no,accessToken;baseUrl;limit;offset,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,02_Admin_Account_Session,GET /v1/admin/users
257,POST,/v1/admin/users,DocOpV1AdminUsersCreate,Auth Admin,Create API account — alternate path,bearer,yes,,,Authorization;X-Request-ID;X-Correlation-ID,201,"400,401,403,409",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,02_Admin_Account_Session,POST /v1/admin/users
258,GET,/v1/admin/users/{userId},DocOpV1AdminUsersGet,Auth Admin,Get API account — alternate path,bearer,no,userId,,Authorization;X-Request-ID;X-Correlation-ID,200,404,smoke,READ_ONLY,partial,no,accessToken;baseUrl;userId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,02_Admin_Account_Session,GET /v1/admin/users/{userId}
259,PATCH,/v1/admin/users/{userId},DocOpV1AdminUsersPatch,Auth Admin,Patch API account — alternate path,bearer,yes,userId,,Authorization;X-Request-ID;X-Correlation-ID,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;userId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,02_Admin_Account_Session,PATCH /v1/admin/users/{userId}
260,POST,/v1/admin/users/{userId}/disable,DocOpV1AdminUsersDisable,Auth Admin,Disable API account — alternate path,bearer,no,userId,,Authorization;X-Request-ID;X-Correlation-ID,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;userId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,02_Admin_Account_Session,POST /v1/admin/users/{userId}/disable
261,POST,/v1/admin/users/{userId}/enable,DocOpV1AdminUsersEnable,Auth Admin,Enable API account — alternate path,bearer,no,userId,,Authorization;X-Request-ID;X-Correlation-ID,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;userId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,02_Admin_Account_Session,POST /v1/admin/users/{userId}/enable
262,POST,/v1/admin/users/{userId}/reset-password,DocOpV1AdminUsersResetPassword,Auth Admin,Reset password — alternate path,bearer,yes,userId,,Authorization;X-Request-ID;X-Correlation-ID,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;userId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,02_Admin_Account_Session,POST /v1/admin/users/{userId}/reset-password
263,POST,/v1/admin/users/{userId}/revoke-sessions,DocOpV1AdminUsersRevokeSessions,Auth Admin,Revoke user sessions — alternate path,bearer,no,userId,,Authorization;X-Request-ID;X-Correlation-ID,204,,regression,DANGEROUS_PRODUCTION_DO_NOT_RUN,no,yes,accessToken;baseUrl;userId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,02_Admin_Account_Session,POST /v1/admin/users/{userId}/revoke-sessions
264,PATCH,/v1/admin/users/{userId}/roles,DocOpV1AdminUsersPatchRoles,Auth Admin,Replace roles — PATCH alias,bearer,yes,userId,,Authorization;X-Request-ID;X-Correlation-ID,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;userId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,02_Admin_Account_Session,PATCH /v1/admin/users/{userId}/roles
265,POST,/v1/admin/users/{userId}/roles,DocOpV1AdminUsersPostRoles,Auth Admin,Replace roles — alternate path,bearer,yes,userId,,Authorization;X-Request-ID;X-Correlation-ID,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;userId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,02_Admin_Account_Session,POST /v1/admin/users/{userId}/roles
266,PUT,/v1/admin/users/{userId}/roles,DocOpV1AdminUsersPutRoles,Auth Admin,Replace roles — alternate path,bearer,yes,userId,,Authorization;X-Request-ID;X-Correlation-ID,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;userId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,02_Admin_Account_Session,PUT /v1/admin/users/{userId}/roles
267,DELETE,/v1/admin/users/{userId}/roles/{role},DocOpV1AdminUsersDeleteRole,Auth Admin,Remove one role from user,bearer,no,userId;role,,Authorization;X-Request-ID;X-Correlation-ID,200,,regression,DANGEROUS_PRODUCTION_DO_NOT_RUN,no,yes,accessToken;baseUrl;role;userId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,02_Admin_Account_Session,DELETE /v1/admin/users/{userId}/roles/{role}
268,GET,/v1/admin/users/{userId}/sessions,DocOpV1AdminUsersSessions,Auth Admin,List user sessions — alternate path,bearer,no,userId,,Authorization;X-Request-ID;X-Correlation-ID,200,,smoke,READ_ONLY,partial,no,accessToken;baseUrl;userId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,02_Admin_Account_Session,GET /v1/admin/users/{userId}/sessions
269,PATCH,/v1/admin/users/{userId}/status,DocOpV1AdminUsersPatchStatus,Auth Admin,Patch account status only — alternate path,bearer,yes,userId,,Authorization;X-Request-ID;X-Correlation-ID,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;userId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,02_Admin_Account_Session,PATCH /v1/admin/users/{userId}/status
270,POST,/v1/auth/change-password,DocOpV1AuthChangePassword,Auth,Change password (self-service),bearer,yes,,,Authorization;X-Request-ID;X-Correlation-ID,204,"400,401,500",admin_write,SAFE_WRITE_CANARY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,01_Auth,POST /v1/auth/change-password
271,POST,/v1/auth/login,DocOpV1AuthLogin,Auth,Exchange email/password for JWT session tokens,none,yes,,,X-Request-ID;X-Correlation-ID,200,"400,401,429,500",auth_token,AUTH_PUBLIC_WRITE,no,no,baseUrl,login/refresh: valid body; no destructive gate,2xx per swagger,requestId; correlation; HTTP body; never log tokens,01_Auth,POST /v1/auth/login
272,POST,/v1/auth/logout,DocOpV1AuthLogout,Auth,Revoke refresh token(s),bearer,yes,,,Authorization;X-Request-ID;X-Correlation-ID,204,"400,401,500",regression,DANGEROUS_PRODUCTION_DO_NOT_RUN,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,01_Auth,POST /v1/auth/logout
273,GET,/v1/auth/me,DocOpV1AuthMe,Auth,Current authenticated principal,bearer,no,,,Authorization;X-Request-ID;X-Correlation-ID,200,"401,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,01_Auth,GET /v1/auth/me
274,POST,/v1/auth/mfa/totp/disable,DocOpV1AuthMFADisable,Auth,Disable TOTP for the current user,bearer,yes,,,Authorization;X-Request-ID;X-Correlation-ID,204,"400,401",admin_write,SAFE_WRITE_CANARY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,01_Auth,POST /v1/auth/mfa/totp/disable
275,POST,/v1/auth/mfa/totp/enroll,DocOpV1AuthMFAEnroll,Auth,Start TOTP MFA enrollment,bearer,no,,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,409,503",admin_write,SAFE_WRITE_CANARY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,01_Auth,POST /v1/auth/mfa/totp/enroll
276,POST,/v1/auth/mfa/totp/verify,DocOpV1AuthMFAVerify,Auth,Verify TOTP (enrollment or login),bearer,yes,,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401",admin_write,SAFE_WRITE_CANARY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,01_Auth,POST /v1/auth/mfa/totp/verify
277,POST,/v1/auth/password/change,DocOpV1AuthPasswordChange,Auth,Change password (self-service),bearer,yes,,,Authorization;X-Request-ID;X-Correlation-ID,204,"400,401",admin_write,SAFE_WRITE_CANARY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,01_Auth,POST /v1/auth/password/change
278,POST,/v1/auth/password/reset/confirm,DocOpV1AuthPasswordResetConfirm,Auth,Confirm password reset,none,yes,,,X-Request-ID;X-Correlation-ID,204,"400,401",admin_write,SAFE_WRITE_CANARY,no,yes,baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,01_Auth,POST /v1/auth/password/reset/confirm
279,POST,/v1/auth/password/reset/request,DocOpV1AuthPasswordResetRequest,Auth,Request password reset,none,yes,,,X-Request-ID;X-Correlation-ID,202,400,admin_write,SAFE_WRITE_CANARY,no,yes,baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,01_Auth,POST /v1/auth/password/reset/request
280,POST,/v1/auth/refresh,DocOpV1AuthRefresh,Auth,Rotate access token using a refresh token,none,yes,,,X-Request-ID;X-Correlation-ID,200,"400,401,500",auth_token,AUTH_PUBLIC_WRITE,no,no,baseUrl,login/refresh: valid body; no destructive gate,2xx per swagger,requestId; correlation; HTTP body; never log tokens,01_Auth,POST /v1/auth/refresh
